date,country,city,market,product,price,unit,currency,source,collected_by
2026-06-09,ghana,tamale,market_2,wheat,136.41,kg,GHS,field survey,agent_3
2026-06-09,ghana,tamale,market_4,lait,119.59,litre,GHS,field survey,agent_4
2026-06-09,ghana,tamale,market_4,œufs,362.49,douzaine,GHS,field survey,agent_9
2026-06-09,ghana,tamale,market_1,poisson,109.68,kg,GHS,field survey,agent_6
2026-06-09,ghana,tamale,market_5,haricots,352.88,kg,GHS,field survey,agent_7
2026-06-09,ghana,tamale,market_1,tomates,739.74,kg,GHS,field survey,agent_9
2026-06-09,ghana,takoradi,market_4,blé,751.64,kg,GHS,field survey,agent_1
2026-06-09,ghana,takoradi,market_3,riz,464.43,kg,GHS,field survey,agent_2
2026-06-09,ghana,takoradi,market_5,huile,728.61,litre,GHS,field survey,agent_4
2026-06-09,ghana,takoradi,market_5,sucre,650.57,kg,GHS,field survey,agent_7
2026-06-09,ghana,takoradi,market_1,wheat,498.71,kg,GHS,field survey,agent_1
2026-06-09,ghana,takoradi,market_5,lait,563.45,litre,GHS,field survey,agent_4
2026-06-09,ghana,takoradi,market_4,œufs,441.84,douzaine,GHS,field survey,agent_4
2026-06-09,ghana,takoradi,market_5,poisson,165.16,kg,GHS,field survey,agent_3
2026-06-09,ghana,takoradi,market_3,haricots,101.06,kg,GHS,field survey,agent_2
2026-06-09,ghana,takoradi,market_1,tomates,923.39,kg,GHS,field survey,agent_7
2026-06-09,ghana,cape coast,market_3,blé,957.47,kg,GHS,field survey,agent_8
2026-06-09,ghana,cape coast,market_3,riz,707.28,kg,GHS,field survey,agent_8
2026-06-09,ghana,cape coast,market_5,huile,814.87,litre,GHS,field survey,agent_5
2026-06-09,ghana,cape coast,market_5,sucre,193.3,kg,GHS,field survey,agent_4
2026-06-09,ghana,cape coast,market_1,wheat,744.94,kg,GHS,field survey,agent_5
2026-06-09,ghana,cape coast,market_2,lait,706.64,litre,GHS,field survey,agent_8
2026-06-09,ghana,cape coast,market_5,œufs,596.32,douzaine,GHS,field survey,agent_9
2026-06-09,ghana,cape coast,market_1,poisson,148.55,kg,GHS,field survey,agent_1
2026-06-09,ghana,cape coast,market_4,haricots,300.02,kg,GHS,field survey,agent_5
2026-06-09,ghana,cape coast,market_4,tomates,760.42,kg,GHS,field survey,agent_4
2026-06-09,togo,lome,market_1,blé,592.68,kg,XOF,field survey,agent_2
2026-06-09,togo,lome,market_3,riz,249.43,kg,XOF,field survey,agent_1
2026-06-09,togo,lome,market_5,huile,280.48,litre,XOF,field survey,agent_4
2026-06-09,togo,lome,market_2,sucre,805.54,kg,XOF,field survey,agent_5
2026-06-09,togo,lome,market_1,wheat,933.11,kg,XOF,field survey,agent_7
2026-06-09,togo,lome,market_3,lait,194.44,litre,XOF,field survey,agent_1
2026-06-09,togo,lome,market_3,œufs,588.14,douzaine,XOF,field survey,agent_7
2026-06-09,togo,lome,market_3,poisson,304.06,kg,XOF,field survey,agent_6
2026-06-09,togo,lome,market_1,haricots,210.14,kg,XOF,field survey,agent_8
2026-06-09,togo,lome,market_5,tomates,444.42,kg,XOF,field survey,agent_3
2026-06-09,togo,sokode,market_5,blé,925.2,kg,XOF,field survey,agent_9
2026-06-09,togo,sokode,market_1,riz,137.09,kg,XOF,field survey,agent_6
2026-06-09,togo,sokode,market_1,huile,897.89,litre,XOF,field survey,agent_2
2026-06-09,togo,sokode,market_2,sucre,848.07,kg,XOF,field survey,agent_8
2026-06-09,togo,sokode,market_1,wheat,572.56,kg,XOF,field survey,agent_5
2026-06-09,togo,sokode,market_4,lait,640.89,litre,XOF,field survey,agent_9
2026-06-09,togo,sokode,market_2,œufs,375.33,douzaine,XOF,field survey,agent_2
2026-06-09,togo,sokode,market_4,poisson,997.97,kg,XOF,field survey,agent_8
2026-06-09,togo,sokode,market_4,haricots,227.81,kg,XOF,field survey,agent_9
2026-06-09,togo,sokode,market_4,tomates,220.63,kg,XOF,field survey,agent_5
2026-06-09,togo,kara,market_3,blé,563.99,kg,XOF,field survey,agent_9
2026-06-09,togo,kara,market_4,riz,492.65,kg,XOF,field survey,agent_4
2026-06-09,togo,kara,market_2,huile,180.83,litre,XOF,field survey,agent_2
2026-06-09,togo,kara,market_4,sucre,747.47,kg,XOF,field survey,agent_7
2026-06-09,togo,kara,market_4,wheat,181.12,kg,XOF,field survey,agent_3
2026-06-09,togo,kara,market_3,lait,408.49,litre,XOF,field survey,agent_4
2026-06-09,togo,kara,market_1,œufs,745.71,douzaine,XOF,field survey,agent_4
2026-06-09,togo,kara,market_1,poisson,169.22,kg,XOF,field survey,agent_2
2026-06-09,togo,kara,market_3,haricots,868.14,kg,XOF,field survey,agent_2
2026-06-09,togo,kara,market_1,tomates,637.82,kg,XOF,field survey,agent_5
2026-06-09,togo,aného,market_1,blé,109.04,kg,XOF,field survey,agent_2
2026-06-09,togo,aného,market_3,riz,116.83,kg,XOF,field survey,agent_9
2026-06-09,togo,aného,market_3,huile,791.49,litre,XOF,field survey,agent_9
2026-06-09,togo,aného,market_1,sucre,352.24,kg,XOF,field survey,agent_2
2026-06-09,togo,aného,market_3,wheat,539.95,kg,XOF,field survey,agent_3
2026-06-09,togo,aného,market_3,lait,494.17,litre,XOF,field survey,agent_4
2026-06-09,togo,aného,market_4,œufs,896.92,douzaine,XOF,field survey,agent_3
2026-06-09,togo,aného,market_4,poisson,736.03,kg,XOF,field survey,agent_5
2026-06-09,togo,aného,market_3,haricots,220.49,kg,XOF,field survey,agent_4
2026-06-09,togo,aného,market_3,tomates,531.05,kg,XOF,field survey,agent_5
2026-06-09,togo,dapaong,market_4,blé,727.76,kg,XOF,field survey,agent_4
2026-06-09,togo,dapaong,market_1,riz,730.84,kg,XOF,field survey,agent_6
2026-06-09,togo,dapaong,market_1,huile,516.2,litre,XOF,field survey,agent_6
2026-06-09,togo,dapaong,market_1,sucre,495.73,kg,XOF,field survey,agent_1
2026-06-09,togo,dapaong,market_5,wheat,891.24,kg,XOF,field survey,agent_5
2026-06-09,togo,dapaong,market_3,lait,956.2,litre,XOF,field survey,agent_4
2026-06-09,togo,dapaong,market_3,œufs,699.55,douzaine,XOF,field survey,agent_4
2026-06-09,togo,dapaong,market_5,poisson,394.93,kg,XOF,field survey,agent_1
2026-06-09,togo,dapaong,market_3,haricots,260.79,kg,XOF,field survey,agent_2
2026-06-09,togo,dapaong,market_2,tomates,873.77,kg,XOF,field survey,agent_6
2026-06-08,benin,cotonou,market_1,blé,165.53,kg,XOF,field survey,agent_2
2026-06-08,benin,cotonou,market_5,riz,396.54,kg,XOF,field survey,agent_1
2026-06-08,benin,cotonou,market_1,huile,304.73,litre,XOF,field survey,agent_2
2026-06-08,benin,cotonou,market_1,sucre,924.25,kg,XOF,field survey,agent_8
2026-06-08,benin,cotonou,market_4,wheat,252.31,kg,XOF,field survey,agent_8
2026-06-08,benin,cotonou,market_4,lait,225.05,litre,XOF,field survey,agent_4
2026-06-08,benin,cotonou,market_1,œufs,382.52,douzaine,XOF,field survey,agent_9
2026-06-08,benin,cotonou,market_2,poisson,135.44,kg,XOF,field survey,agent_2
2026-06-08,benin,cotonou,market_1,haricots,920.68,kg,XOF,field survey,agent_6
2026-06-08,benin,cotonou,market_5,tomates,850.76,kg,XOF,field survey,agent_7
2026-06-08,benin,porto-novo,market_2,blé,303.83,kg,XOF,field survey,agent_1
2026-06-08,benin,porto-novo,market_2,riz,350.91,kg,XOF,field survey,agent_7
2026-06-08,benin,porto-novo,market_3,huile,306.36,litre,XOF,field survey,agent_5
2026-06-08,benin,porto-novo,market_5,sucre,396.47,kg,XOF,field survey,agent_8
2026-06-08,benin,porto-novo,market_1,wheat,582.77,kg,XOF,field survey,agent_7
2026-06-08,benin,porto-novo,market_2,lait,938.35,litre,XOF,field survey,agent_7
2026-06-08,benin,porto-novo,market_5,œufs,847.64,douzaine,XOF,field survey,agent_5
2026-06-08,benin,porto-novo,market_3,poisson,238.2,kg,XOF,field survey,agent_4
2026-06-08,benin,porto-novo,market_4,haricots,473.76,kg,XOF,field survey,agent_9
2026-06-08,benin,porto-novo,market_1,tomates,974.18,kg,XOF,field survey,agent_4
2026-06-08,benin,parakou,market_1,blé,913.63,kg,XOF,field survey,agent_5
2026-06-08,benin,parakou,market_1,riz,876.91,kg,XOF,field survey,agent_1
2026-06-08,benin,parakou,market_2,huile,310.32,litre,XOF,field survey,agent_3
2026-06-08,benin,parakou,market_1,sucre,228.06,kg,XOF,field survey,agent_6
2026-06-08,benin,parakou,market_5,wheat,507.54,kg,XOF,field survey,agent_6
2026-06-08,benin,parakou,market_4,lait,230.46,litre,XOF,field survey,agent_8
2026-06-08,benin,parakou,market_5,œufs,585.25,douzaine,XOF,field survey,agent_4
2026-06-08,benin,parakou,market_3,poisson,800.63,kg,XOF,field survey,agent_1
2026-06-08,benin,parakou,market_4,haricots,887.96,kg,XOF,field survey,agent_9
2026-06-08,benin,parakou,market_5,tomates,168.21,kg,XOF,field survey,agent_3
2026-06-08,benin,abomey,market_1,blé,402.06,kg,XOF,field survey,agent_1
2026-06-08,benin,abomey,market_5,riz,127.64,kg,XOF,field survey,agent_8
2026-06-08,benin,abomey,market_5,huile,360.86,litre,XOF,field survey,agent_3
2026-06-08,benin,abomey,market_5,sucre,306.25,kg,XOF,field survey,agent_5
2026-06-08,benin,abomey,market_3,wheat,834.04,kg,XOF,field survey,agent_9
2026-06-08,benin,abomey,market_5,lait,820.71,litre,XOF,field survey,agent_9
2026-06-08,benin,abomey,market_5,œufs,373.49,douzaine,XOF,field survey,agent_7
2026-06-08,benin,abomey,market_4,poisson,466.65,kg,XOF,field survey,agent_7
2026-06-08,benin,abomey,market_2,haricots,977.55,kg,XOF,field survey,agent_6
2026-06-08,benin,abomey,market_5,tomates,491.96,kg,XOF,field survey,agent_2
2026-06-08,benin,bohicon,market_5,blé,836.75,kg,XOF,field survey,agent_3
2026-06-08,benin,bohicon,market_2,riz,412.55,kg,XOF,field survey,agent_3
2026-06-08,benin,bohicon,market_5,huile,959.41,litre,XOF,field survey,agent_6
2026-06-08,benin,bohicon,market_2,sucre,411.13,kg,XOF,field survey,agent_9
2026-06-08,benin,bohicon,market_1,wheat,483.91,kg,XOF,field survey,agent_2
2026-06-08,benin,bohicon,market_2,lait,329.14,litre,XOF,field survey,agent_2
2026-06-08,benin,bohicon,market_2,œufs,974.3,douzaine,XOF,field survey,agent_2
2026-06-08,benin,bohicon,market_1,poisson,688.87,kg,XOF,field survey,agent_3
2026-06-08,benin,bohicon,market_4,haricots,186.9,kg,XOF,field survey,agent_7
2026-06-08,benin,bohicon,market_1,tomates,813.61,kg,XOF,field survey,agent_2
2026-06-08,ghana,accra,market_4,blé,166.78,kg,GHS,field survey,agent_1
2026-06-08,ghana,accra,market_3,riz,779.39,kg,GHS,field survey,agent_4
2026-06-08,ghana,accra,market_3,huile,351.45,litre,GHS,field survey,agent_3
2026-06-08,ghana,accra,market_5,sucre,707.3,kg,GHS,field survey,agent_5
2026-06-08,ghana,accra,market_4,wheat,117.34,kg,GHS,field survey,agent_1
2026-06-08,ghana,accra,market_4,lait,142.78,litre,GHS,field survey,agent_7
2026-06-08,ghana,accra,market_4,œufs,323.47,douzaine,GHS,field survey,agent_8
2026-06-08,ghana,accra,market_2,poisson,901.38,kg,GHS,field survey,agent_7
2026-06-08,ghana,accra,market_3,haricots,882.21,kg,GHS,field survey,agent_7
2026-06-08,ghana,accra,market_2,tomates,774.97,kg,GHS,field survey,agent_3
2026-06-08,ghana,kumasi,market_5,blé,482.82,kg,GHS,field survey,agent_5
2026-06-08,ghana,kumasi,market_5,riz,730.62,kg,GHS,field survey,agent_7
2026-06-08,ghana,kumasi,market_4,huile,990.96,litre,GHS,field survey,agent_4
2026-06-08,ghana,kumasi,market_1,sucre,367.26,kg,GHS,field survey,agent_4
2026-06-08,ghana,kumasi,market_4,wheat,756.55,kg,GHS,field survey,agent_7
2026-06-08,ghana,kumasi,market_3,lait,964.97,litre,GHS,field survey,agent_1
2026-06-08,ghana,kumasi,market_4,œufs,735.02,douzaine,GHS,field survey,agent_9
2026-06-08,ghana,kumasi,market_5,poisson,339.41,kg,GHS,field survey,agent_9
2026-06-08,ghana,kumasi,market_1,haricots,377.31,kg,GHS,field survey,agent_9
2026-06-08,ghana,kumasi,market_2,tomates,467.49,kg,GHS,field survey,agent_3
2026-06-08,ghana,tamale,market_4,blé,595.34,kg,GHS,field survey,agent_7
2026-06-08,ghana,tamale,market_2,riz,406.47,kg,GHS,field survey,agent_1
2026-06-08,ghana,tamale,market_4,huile,855.95,litre,GHS,field survey,agent_8
2026-06-08,ghana,tamale,market_2,sucre,540.83,kg,GHS,field survey,agent_3
2026-06-08,ghana,tamale,market_4,wheat,446.37,kg,GHS,field survey,agent_3
2026-06-08,ghana,tamale,market_5,lait,922.63,litre,GHS,field survey,agent_5
2026-06-08,ghana,tamale,market_4,œufs,651.23,douzaine,GHS,field survey,agent_3
2026-06-08,ghana,tamale,market_2,poisson,344.22,kg,GHS,field survey,agent_7
2026-06-08,ghana,tamale,market_5,haricots,634.19,kg,GHS,field survey,agent_7
2026-06-08,ghana,tamale,market_2,tomates,628.23,kg,GHS,field survey,agent_9
2026-06-08,ghana,takoradi,market_2,blé,912.22,kg,GHS,field survey,agent_8
2026-06-08,ghana,takoradi,market_3,riz,656.69,kg,GHS,field survey,agent_8
2026-06-08,ghana,takoradi,market_3,huile,939.85,litre,GHS,field survey,agent_4
2026-06-08,ghana,takoradi,market_4,sucre,504.6,kg,GHS,field survey,agent_9
2026-06-08,ghana,takoradi,market_4,wheat,596.82,kg,GHS,field survey,agent_5
2026-06-08,ghana,takoradi,market_4,lait,413.19,litre,GHS,field survey,agent_9
2026-06-08,ghana,takoradi,market_1,œufs,376.02,douzaine,GHS,field survey,agent_3
2026-06-08,ghana,takoradi,market_5,poisson,611.18,kg,GHS,field survey,agent_8
2026-06-08,ghana,takoradi,market_3,haricots,542.87,kg,GHS,field survey,agent_8
2026-06-08,ghana,takoradi,market_5,tomates,906.41,kg,GHS,field survey,agent_4
2026-06-08,ghana,cape coast,market_3,blé,922.96,kg,GHS,field survey,agent_4
2026-06-08,ghana,cape coast,market_4,riz,297.76,kg,GHS,field survey,agent_1
2026-06-08,ghana,cape coast,market_5,huile,530.65,litre,GHS,field survey,agent_8
2026-06-08,ghana,cape coast,market_4,sucre,141.13,kg,GHS,field survey,agent_2
2026-06-08,ghana,cape coast,market_5,wheat,994.98,kg,GHS,field survey,agent_3
2026-06-08,ghana,cape coast,market_2,lait,975.07,litre,GHS,field survey,agent_8
2026-06-08,ghana,cape coast,market_1,œufs,606.16,douzaine,GHS,field survey,agent_4
2026-06-08,ghana,cape coast,market_5,poisson,741.83,kg,GHS,field survey,agent_8
2026-06-08,ghana,cape coast,market_5,haricots,622.51,kg,GHS,field survey,agent_7
2026-06-08,ghana,cape coast,market_1,tomates,387.64,kg,GHS,field survey,agent_1
2026-06-08,togo,lome,market_1,blé,408.02,kg,XOF,field survey,agent_4
2026-06-08,togo,lome,market_5,riz,740.18,kg,XOF,field survey,agent_8
2026-06-08,togo,lome,market_4,huile,293.74,litre,XOF,field survey,agent_4
2026-06-08,togo,lome,market_1,sucre,534.71,kg,XOF,field survey,agent_1
2026-06-08,togo,lome,market_4,wheat,102.93,kg,XOF,field survey,agent_8
2026-06-08,togo,lome,market_2,lait,922.21,litre,XOF,field survey,agent_6
2026-06-08,togo,lome,market_5,œufs,535.19,douzaine,XOF,field survey,agent_3
2026-06-08,togo,lome,market_4,poisson,772.79,kg,XOF,field survey,agent_1
2026-06-08,togo,lome,market_3,haricots,536.92,kg,XOF,field survey,agent_2
2026-06-08,togo,lome,market_3,tomates,875.08,kg,XOF,field survey,agent_1
2026-06-08,togo,sokode,market_2,blé,248.78,kg,XOF,field survey,agent_7
2026-06-08,togo,sokode,market_3,riz,900.62,kg,XOF,field survey,agent_1
2026-06-08,togo,sokode,market_4,huile,929.88,litre,XOF,field survey,agent_5
2026-06-08,togo,sokode,market_5,sucre,743.18,kg,XOF,field survey,agent_5
2026-06-08,togo,sokode,market_2,wheat,741.32,kg,XOF,field survey,agent_3
2026-06-08,togo,sokode,market_4,lait,397.21,litre,XOF,field survey,agent_2
2026-06-08,togo,sokode,market_1,œufs,460.15,douzaine,XOF,field survey,agent_6
2026-06-08,togo,sokode,market_1,poisson,845.5,kg,XOF,field survey,agent_7
2026-06-08,togo,sokode,market_1,haricots,719.38,kg,XOF,field survey,agent_9
2026-06-08,togo,sokode,market_3,tomates,739.07,kg,XOF,field survey,agent_8
2026-06-08,togo,kara,market_5,blé,720.45,kg,XOF,field survey,agent_8
2026-06-08,togo,kara,market_3,riz,265.35,kg,XOF,field survey,agent_6
2026-06-08,togo,kara,market_3,huile,209.92,litre,XOF,field survey,agent_2
2026-06-08,togo,kara,market_1,sucre,286.43,kg,XOF,field survey,agent_3
2026-06-08,togo,kara,market_3,wheat,888.25,kg,XOF,field survey,agent_7
2026-06-08,togo,kara,market_3,lait,360.77,litre,XOF,field survey,agent_8
2026-06-08,togo,kara,market_2,œufs,270.2,douzaine,XOF,field survey,agent_4
2026-06-08,togo,kara,market_2,poisson,506.71,kg,XOF,field survey,agent_8
2026-06-08,togo,kara,market_4,haricots,220.24,kg,XOF,field survey,agent_6
2026-06-08,togo,kara,market_5,tomates,353.21,kg,XOF,field survey,agent_6
2026-06-08,togo,aného,market_4,blé,944.76,kg,XOF,field survey,agent_5
2026-06-08,togo,aného,market_5,riz,416.68,kg,XOF,field survey,agent_8
2026-06-08,togo,aného,market_2,huile,881.99,litre,XOF,field survey,agent_7
2026-06-08,togo,aného,market_2,sucre,686.44,kg,XOF,field survey,agent_1
2026-06-08,togo,aného,market_3,wheat,500.95,kg,XOF,field survey,agent_1
2026-06-08,togo,aného,market_2,lait,275.87,litre,XOF,field survey,agent_7
2026-06-08,togo,aného,market_5,œufs,144.01,douzaine,XOF,field survey,agent_3
2026-06-08,togo,aného,market_5,poisson,557.06,kg,XOF,field survey,agent_4
2026-06-08,togo,aného,market_1,haricots,838.2,kg,XOF,field survey,agent_6
2026-06-08,togo,aného,market_1,tomates,476.97,kg,XOF,field survey,agent_2
2026-06-08,togo,dapaong,market_4,blé,683.18,kg,XOF,field survey,agent_6
2026-06-08,togo,dapaong,market_2,riz,189.16,kg,XOF,field survey,agent_9
2026-06-08,togo,dapaong,market_2,huile,948.49,litre,XOF,field survey,agent_8
2026-06-08,togo,dapaong,market_1,sucre,780.05,kg,XOF,field survey,agent_6
2026-06-08,togo,dapaong,market_4,wheat,594.7,kg,XOF,field survey,agent_1
2026-06-08,togo,dapaong,market_4,lait,642.16,litre,XOF,field survey,agent_9
2026-06-08,togo,dapaong,market_4,œufs,692.73,douzaine,XOF,field survey,agent_4
2026-06-08,togo,dapaong,market_4,poisson,578.4,kg,XOF,field survey,agent_4
2026-06-08,togo,dapaong,market_5,haricots,573.13,kg,XOF,field survey,agent_1
2026-06-08,togo,dapaong,market_5,tomates,665.24,kg,XOF,field survey,agent_7
2026-06-07,benin,cotonou,market_3,blé,496.46,kg,XOF,field survey,agent_6
2026-06-07,benin,cotonou,market_2,riz,110.93,kg,XOF,field survey,agent_8
2026-06-07,benin,cotonou,market_3,huile,488.76,litre,XOF,field survey,agent_8
2026-06-07,benin,cotonou,market_3,sucre,530.84,kg,XOF,field survey,agent_1
2026-06-07,benin,cotonou,market_4,wheat,212.58,kg,XOF,field survey,agent_6
2026-06-07,benin,cotonou,market_3,lait,819.16,litre,XOF,field survey,agent_6
2026-06-07,benin,cotonou,market_3,œufs,930.29,douzaine,XOF,field survey,agent_2
2026-06-07,benin,cotonou,market_3,poisson,897.59,kg,XOF,field survey,agent_6
2026-06-07,benin,cotonou,market_3,haricots,459.33,kg,XOF,field survey,agent_5
2026-06-07,benin,cotonou,market_3,tomates,575.02,kg,XOF,field survey,agent_1
2026-06-07,benin,porto-novo,market_5,blé,141.61,kg,XOF,field survey,agent_6
2026-06-07,benin,porto-novo,market_5,riz,315.74,kg,XOF,field survey,agent_8
2026-06-07,benin,porto-novo,market_5,huile,509.95,litre,XOF,field survey,agent_9
2026-06-07,benin,porto-novo,market_1,sucre,112.31,kg,XOF,field survey,agent_6
2026-06-07,benin,porto-novo,market_3,wheat,880.5,kg,XOF,field survey,agent_2
2026-06-07,benin,porto-novo,market_1,lait,481.97,litre,XOF,field survey,agent_8
2026-06-07,benin,porto-novo,market_3,œufs,331.57,douzaine,XOF,field survey,agent_6
2026-06-07,benin,porto-novo,market_4,poisson,277.2,kg,XOF,field survey,agent_1
2026-06-07,benin,porto-novo,market_5,haricots,925.67,kg,XOF,field survey,agent_6
2026-06-07,benin,porto-novo,market_5,tomates,815.11,kg,XOF,field survey,agent_4
2026-06-07,benin,parakou,market_2,blé,141.8,kg,XOF,field survey,agent_1
2026-06-07,benin,parakou,market_2,riz,873.85,kg,XOF,field survey,agent_2
2026-06-07,benin,parakou,market_2,huile,263.74,litre,XOF,field survey,agent_6
2026-06-07,benin,parakou,market_1,sucre,932.86,kg,XOF,field survey,agent_2
2026-06-07,benin,parakou,market_3,wheat,361.93,kg,XOF,field survey,agent_7
2026-06-07,benin,parakou,market_2,lait,613.09,litre,XOF,field survey,agent_3
2026-06-07,benin,parakou,market_5,œufs,456.19,douzaine,XOF,field survey,agent_4
2026-06-07,benin,parakou,market_4,poisson,660.99,kg,XOF,field survey,agent_6
