date,country,city,market,product,price,unit,currency,source,collected_by
2026-06-09,benin,abomey,market_4,lait,776.12,litre,XOF,field survey,agent_4
2026-06-09,benin,abomey,market_2,œufs,460.76,douzaine,XOF,field survey,agent_4
2026-06-09,benin,abomey,market_4,poisson,329.88,kg,XOF,field survey,agent_4
2026-06-09,benin,abomey,market_1,haricots,135.86,kg,XOF,field survey,agent_8
2026-06-09,benin,abomey,market_3,tomates,156.83,kg,XOF,field survey,agent_9
2026-06-09,benin,bohicon,market_4,blé,451.89,kg,XOF,field survey,agent_4
2026-06-09,benin,bohicon,market_4,riz,918.97,kg,XOF,field survey,agent_3
2026-06-09,benin,bohicon,market_4,huile,240.25,litre,XOF,field survey,agent_8
2026-06-09,benin,bohicon,market_5,sucre,241.42,kg,XOF,field survey,agent_4
2026-06-09,benin,bohicon,market_2,wheat,569.39,kg,XOF,field survey,agent_4
2026-06-09,benin,bohicon,market_3,lait,328.73,litre,XOF,field survey,agent_6
2026-06-09,benin,bohicon,market_3,œufs,904.75,douzaine,XOF,field survey,agent_7
2026-06-09,benin,bohicon,market_4,poisson,345.2,kg,XOF,field survey,agent_1
2026-06-09,benin,bohicon,market_3,haricots,309.81,kg,XOF,field survey,agent_5
2026-06-09,benin,bohicon,market_3,tomates,863.31,kg,XOF,field survey,agent_9
2026-06-09,ghana,accra,market_4,blé,661.84,kg,GHS,field survey,agent_7
2026-06-09,ghana,accra,market_4,riz,173.55,kg,GHS,field survey,agent_7
2026-06-09,ghana,accra,market_2,huile,578.81,litre,GHS,field survey,agent_5
2026-06-09,ghana,accra,market_1,sucre,516.4,kg,GHS,field survey,agent_6
2026-06-09,ghana,accra,market_5,wheat,123.19,kg,GHS,field survey,agent_8
2026-06-09,ghana,accra,market_4,lait,649.16,litre,GHS,field survey,agent_2
2026-06-09,ghana,accra,market_3,œufs,962.3,douzaine,GHS,field survey,agent_4
2026-06-09,ghana,accra,market_4,poisson,879.43,kg,GHS,field survey,agent_3
2026-06-09,ghana,accra,market_3,haricots,126.83,kg,GHS,field survey,agent_9
2026-06-09,ghana,accra,market_2,tomates,617.31,kg,GHS,field survey,agent_4
2026-06-09,ghana,kumasi,market_3,blé,617.31,kg,GHS,field survey,agent_3
2026-06-09,ghana,kumasi,market_2,riz,179.4,kg,GHS,field survey,agent_4
2026-06-09,ghana,kumasi,market_1,huile,824.32,litre,GHS,field survey,agent_3
2026-06-09,ghana,kumasi,market_5,sucre,952.6,kg,GHS,field survey,agent_7
2026-06-09,ghana,kumasi,market_1,wheat,541.0,kg,GHS,field survey,agent_6
2026-06-09,ghana,kumasi,market_5,lait,111.4,litre,GHS,field survey,agent_4
2026-06-09,ghana,kumasi,market_1,œufs,233.65,douzaine,GHS,field survey,agent_4
2026-06-09,ghana,kumasi,market_5,poisson,854.44,kg,GHS,field survey,agent_7
2026-06-09,ghana,kumasi,market_2,haricots,196.7,kg,GHS,field survey,agent_6
2026-06-09,ghana,kumasi,market_5,tomates,288.27,kg,GHS,field survey,agent_8
2026-06-09,ghana,tamale,market_4,blé,516.97,kg,GHS,field survey,agent_7
2026-06-09,ghana,tamale,market_2,riz,882.54,kg,GHS,field survey,agent_6
2026-06-09,ghana,tamale,market_1,huile,817.32,litre,GHS,field survey,agent_1
2026-06-09,ghana,tamale,market_1,sucre,105.31,kg,GHS,field survey,agent_7
2026-06-09,ghana,tamale,market_1,wheat,956.33,kg,GHS,field survey,agent_5
2026-06-09,ghana,tamale,market_1,lait,192.91,litre,GHS,field survey,agent_2
2026-06-09,ghana,tamale,market_1,œufs,919.77,douzaine,GHS,field survey,agent_8
2026-06-09,ghana,tamale,market_3,poisson,304.7,kg,GHS,field survey,agent_5
2026-06-09,ghana,tamale,market_5,haricots,380.68,kg,GHS,field survey,agent_3
2026-06-09,ghana,tamale,market_4,tomates,228.11,kg,GHS,field survey,agent_5
2026-06-09,ghana,takoradi,market_2,blé,655.98,kg,GHS,field survey,agent_9
2026-06-09,ghana,takoradi,market_1,riz,376.7,kg,GHS,field survey,agent_7
2026-06-09,ghana,takoradi,market_1,huile,471.35,litre,GHS,field survey,agent_1
2026-06-09,ghana,takoradi,market_1,sucre,109.97,kg,GHS,field survey,agent_8
2026-06-09,ghana,takoradi,market_4,wheat,882.71,kg,GHS,field survey,agent_8
2026-06-09,ghana,takoradi,market_3,lait,733.12,litre,GHS,field survey,agent_8
2026-06-09,ghana,takoradi,market_3,œufs,884.57,douzaine,GHS,field survey,agent_5
2026-06-09,ghana,takoradi,market_1,poisson,410.03,kg,GHS,field survey,agent_6
2026-06-09,ghana,takoradi,market_5,haricots,216.85,kg,GHS,field survey,agent_5
2026-06-09,ghana,takoradi,market_1,tomates,440.3,kg,GHS,field survey,agent_1
2026-06-09,ghana,cape coast,market_3,blé,682.48,kg,GHS,field survey,agent_7
2026-06-09,ghana,cape coast,market_4,riz,214.57,kg,GHS,field survey,agent_9
2026-06-09,ghana,cape coast,market_3,huile,341.69,litre,GHS,field survey,agent_3
2026-06-09,ghana,cape coast,market_2,sucre,322.25,kg,GHS,field survey,agent_3
2026-06-09,ghana,cape coast,market_5,wheat,805.0,kg,GHS,field survey,agent_6
2026-06-09,ghana,cape coast,market_5,lait,697.25,litre,GHS,field survey,agent_4
2026-06-09,ghana,cape coast,market_1,œufs,459.94,douzaine,GHS,field survey,agent_9
2026-06-09,ghana,cape coast,market_5,poisson,626.13,kg,GHS,field survey,agent_9
2026-06-09,ghana,cape coast,market_5,haricots,625.9,kg,GHS,field survey,agent_5
2026-06-09,ghana,cape coast,market_2,tomates,833.16,kg,GHS,field survey,agent_4
2026-06-09,togo,lome,market_2,blé,810.3,kg,XOF,field survey,agent_5
2026-06-09,togo,lome,market_1,riz,187.22,kg,XOF,field survey,agent_8
2026-06-09,togo,lome,market_4,huile,935.76,litre,XOF,field survey,agent_8
2026-06-09,togo,lome,market_5,sucre,429.83,kg,XOF,field survey,agent_7
2026-06-09,togo,lome,market_1,wheat,766.45,kg,XOF,field survey,agent_3
2026-06-09,togo,lome,market_4,lait,835.86,litre,XOF,field survey,agent_1
2026-06-09,togo,lome,market_1,œufs,755.88,douzaine,XOF,field survey,agent_7
2026-06-09,togo,lome,market_3,poisson,992.3,kg,XOF,field survey,agent_9
2026-06-09,togo,lome,market_3,haricots,206.67,kg,XOF,field survey,agent_7
2026-06-09,togo,lome,market_2,tomates,472.41,kg,XOF,field survey,agent_7
2026-06-09,togo,sokode,market_2,blé,418.01,kg,XOF,field survey,agent_7
2026-06-09,togo,sokode,market_4,riz,279.76,kg,XOF,field survey,agent_9
2026-06-09,togo,sokode,market_1,huile,544.36,litre,XOF,field survey,agent_3
2026-06-09,togo,sokode,market_5,sucre,275.53,kg,XOF,field survey,agent_5
2026-06-09,togo,sokode,market_2,wheat,433.42,kg,XOF,field survey,agent_3
2026-06-09,togo,sokode,market_4,lait,877.95,litre,XOF,field survey,agent_3
2026-06-09,togo,sokode,market_1,œufs,408.72,douzaine,XOF,field survey,agent_5
2026-06-09,togo,sokode,market_4,poisson,758.15,kg,XOF,field survey,agent_2
2026-06-09,togo,sokode,market_3,haricots,382.07,kg,XOF,field survey,agent_7
2026-06-09,togo,sokode,market_4,tomates,219.5,kg,XOF,field survey,agent_4
2026-06-09,togo,kara,market_1,blé,419.52,kg,XOF,field survey,agent_7
2026-06-09,togo,kara,market_4,riz,444.89,kg,XOF,field survey,agent_5
2026-06-09,togo,kara,market_1,huile,879.73,litre,XOF,field survey,agent_3
2026-06-09,togo,kara,market_3,sucre,681.22,kg,XOF,field survey,agent_3
2026-06-09,togo,kara,market_3,wheat,862.74,kg,XOF,field survey,agent_3
2026-06-09,togo,kara,market_4,lait,977.25,litre,XOF,field survey,agent_4
2026-06-09,togo,kara,market_5,œufs,497.13,douzaine,XOF,field survey,agent_2
2026-06-09,togo,kara,market_2,poisson,439.54,kg,XOF,field survey,agent_7
2026-06-09,togo,kara,market_1,haricots,250.62,kg,XOF,field survey,agent_1
2026-06-09,togo,kara,market_2,tomates,147.13,kg,XOF,field survey,agent_1
2026-06-09,togo,aného,market_1,blé,933.07,kg,XOF,field survey,agent_2
2026-06-09,togo,aného,market_5,riz,242.83,kg,XOF,field survey,agent_6
2026-06-09,togo,aného,market_3,huile,481.77,litre,XOF,field survey,agent_1
2026-06-09,togo,aného,market_4,sucre,913.62,kg,XOF,field survey,agent_8
2026-06-09,togo,aného,market_3,wheat,141.71,kg,XOF,field survey,agent_4
2026-06-09,togo,aného,market_5,lait,869.35,litre,XOF,field survey,agent_7
2026-06-09,togo,aného,market_2,œufs,848.8,douzaine,XOF,field survey,agent_4
2026-06-09,togo,aného,market_2,poisson,804.7,kg,XOF,field survey,agent_9
2026-06-09,togo,aného,market_4,haricots,319.15,kg,XOF,field survey,agent_3
2026-06-09,togo,aného,market_5,tomates,176.62,kg,XOF,field survey,agent_5
2026-06-09,togo,dapaong,market_4,blé,329.67,kg,XOF,field survey,agent_1
2026-06-09,togo,dapaong,market_5,riz,684.88,kg,XOF,field survey,agent_2
2026-06-09,togo,dapaong,market_1,huile,789.91,litre,XOF,field survey,agent_9
2026-06-09,togo,dapaong,market_2,sucre,305.18,kg,XOF,field survey,agent_6
2026-06-09,togo,dapaong,market_1,wheat,784.2,kg,XOF,field survey,agent_9
2026-06-09,togo,dapaong,market_5,lait,388.71,litre,XOF,field survey,agent_2
2026-06-09,togo,dapaong,market_5,œufs,865.39,douzaine,XOF,field survey,agent_7
2026-06-09,togo,dapaong,market_4,poisson,826.01,kg,XOF,field survey,agent_5
2026-06-09,togo,dapaong,market_1,haricots,166.52,kg,XOF,field survey,agent_3
2026-06-09,togo,dapaong,market_3,tomates,145.48,kg,XOF,field survey,agent_1
2026-06-08,benin,cotonou,market_1,blé,246.07,kg,XOF,field survey,agent_4
2026-06-08,benin,cotonou,market_4,riz,970.3,kg,XOF,field survey,agent_3
2026-06-08,benin,cotonou,market_4,huile,199.81,litre,XOF,field survey,agent_4
2026-06-08,benin,cotonou,market_3,sucre,674.73,kg,XOF,field survey,agent_6
2026-06-08,benin,cotonou,market_1,wheat,727.61,kg,XOF,field survey,agent_8
2026-06-08,benin,cotonou,market_4,lait,976.57,litre,XOF,field survey,agent_4
2026-06-08,benin,cotonou,market_4,œufs,660.97,douzaine,XOF,field survey,agent_4
2026-06-08,benin,cotonou,market_2,poisson,700.4,kg,XOF,field survey,agent_9
2026-06-08,benin,cotonou,market_4,haricots,608.31,kg,XOF,field survey,agent_5
2026-06-08,benin,cotonou,market_3,tomates,472.26,kg,XOF,field survey,agent_3
2026-06-08,benin,porto-novo,market_5,blé,253.36,kg,XOF,field survey,agent_5
2026-06-08,benin,porto-novo,market_2,riz,320.94,kg,XOF,field survey,agent_2
2026-06-08,benin,porto-novo,market_1,huile,434.41,litre,XOF,field survey,agent_2
2026-06-08,benin,porto-novo,market_3,sucre,231.5,kg,XOF,field survey,agent_5
2026-06-08,benin,porto-novo,market_5,wheat,207.62,kg,XOF,field survey,agent_1
2026-06-08,benin,porto-novo,market_3,lait,446.55,litre,XOF,field survey,agent_7
2026-06-08,benin,porto-novo,market_5,œufs,282.91,douzaine,XOF,field survey,agent_7
2026-06-08,benin,porto-novo,market_4,poisson,931.02,kg,XOF,field survey,agent_6
2026-06-08,benin,porto-novo,market_1,haricots,706.62,kg,XOF,field survey,agent_7
2026-06-08,benin,porto-novo,market_4,tomates,106.09,kg,XOF,field survey,agent_6
2026-06-08,benin,parakou,market_1,blé,576.85,kg,XOF,field survey,agent_9
2026-06-08,benin,parakou,market_3,riz,232.13,kg,XOF,field survey,agent_2
2026-06-08,benin,parakou,market_2,huile,358.22,litre,XOF,field survey,agent_6
2026-06-08,benin,parakou,market_5,sucre,460.59,kg,XOF,field survey,agent_5
2026-06-08,benin,parakou,market_1,wheat,427.52,kg,XOF,field survey,agent_9
2026-06-08,benin,parakou,market_1,lait,665.4,litre,XOF,field survey,agent_3
2026-06-08,benin,parakou,market_2,œufs,778.17,douzaine,XOF,field survey,agent_3
2026-06-08,benin,parakou,market_4,poisson,226.0,kg,XOF,field survey,agent_2
2026-06-08,benin,parakou,market_2,haricots,954.94,kg,XOF,field survey,agent_8
2026-06-08,benin,parakou,market_3,tomates,189.52,kg,XOF,field survey,agent_9
2026-06-08,benin,abomey,market_3,blé,304.76,kg,XOF,field survey,agent_1
2026-06-08,benin,abomey,market_5,riz,714.18,kg,XOF,field survey,agent_7
2026-06-08,benin,abomey,market_5,huile,623.05,litre,XOF,field survey,agent_4
2026-06-08,benin,abomey,market_1,sucre,298.53,kg,XOF,field survey,agent_1
2026-06-08,benin,abomey,market_1,wheat,267.18,kg,XOF,field survey,agent_9
2026-06-08,benin,abomey,market_4,lait,304.2,litre,XOF,field survey,agent_5
2026-06-08,benin,abomey,market_4,œufs,792.11,douzaine,XOF,field survey,agent_1
2026-06-08,benin,abomey,market_4,poisson,512.92,kg,XOF,field survey,agent_9
2026-06-08,benin,abomey,market_1,haricots,509.07,kg,XOF,field survey,agent_7
2026-06-08,benin,abomey,market_1,tomates,733.14,kg,XOF,field survey,agent_7
2026-06-08,benin,bohicon,market_1,blé,639.01,kg,XOF,field survey,agent_7
2026-06-08,benin,bohicon,market_4,riz,961.37,kg,XOF,field survey,agent_6
2026-06-08,benin,bohicon,market_3,huile,254.94,litre,XOF,field survey,agent_1
2026-06-08,benin,bohicon,market_3,sucre,455.42,kg,XOF,field survey,agent_3
2026-06-08,benin,bohicon,market_2,wheat,184.58,kg,XOF,field survey,agent_6
2026-06-08,benin,bohicon,market_5,lait,644.11,litre,XOF,field survey,agent_9
2026-06-08,benin,bohicon,market_3,œufs,401.91,douzaine,XOF,field survey,agent_5
2026-06-08,benin,bohicon,market_4,poisson,964.18,kg,XOF,field survey,agent_7
2026-06-08,benin,bohicon,market_2,haricots,282.58,kg,XOF,field survey,agent_5
2026-06-08,benin,bohicon,market_2,tomates,727.4,kg,XOF,field survey,agent_2
2026-06-08,ghana,accra,market_3,blé,937.13,kg,GHS,field survey,agent_1
2026-06-08,ghana,accra,market_2,riz,987.18,kg,GHS,field survey,agent_1
2026-06-08,ghana,accra,market_2,huile,124.98,litre,GHS,field survey,agent_3
2026-06-08,ghana,accra,market_5,sucre,903.46,kg,GHS,field survey,agent_2
2026-06-08,ghana,accra,market_2,wheat,455.29,kg,GHS,field survey,agent_7
2026-06-08,ghana,accra,market_5,lait,532.44,litre,GHS,field survey,agent_3
2026-06-08,ghana,accra,market_3,œufs,629.27,douzaine,GHS,field survey,agent_4
2026-06-08,ghana,accra,market_4,poisson,262.82,kg,GHS,field survey,agent_1
2026-06-08,ghana,accra,market_5,haricots,410.63,kg,GHS,field survey,agent_5
2026-06-08,ghana,accra,market_3,tomates,910.92,kg,GHS,field survey,agent_9
2026-06-08,ghana,kumasi,market_4,blé,312.96,kg,GHS,field survey,agent_8
2026-06-08,ghana,kumasi,market_1,riz,667.39,kg,GHS,field survey,agent_4
2026-06-08,ghana,kumasi,market_3,huile,992.63,litre,GHS,field survey,agent_1
2026-06-08,ghana,kumasi,market_4,sucre,665.91,kg,GHS,field survey,agent_6
2026-06-08,ghana,kumasi,market_4,wheat,513.5,kg,GHS,field survey,agent_8
2026-06-08,ghana,kumasi,market_2,lait,354.69,litre,GHS,field survey,agent_7
2026-06-08,ghana,kumasi,market_3,œufs,727.86,douzaine,GHS,field survey,agent_3
2026-06-08,ghana,kumasi,market_3,poisson,924.38,kg,GHS,field survey,agent_1
2026-06-08,ghana,kumasi,market_3,haricots,775.67,kg,GHS,field survey,agent_5
2026-06-08,ghana,kumasi,market_1,tomates,603.97,kg,GHS,field survey,agent_7
2026-06-08,ghana,tamale,market_2,blé,688.22,kg,GHS,field survey,agent_3
2026-06-08,ghana,tamale,market_3,riz,846.22,kg,GHS,field survey,agent_2
2026-06-08,ghana,tamale,market_5,huile,473.65,litre,GHS,field survey,agent_4
2026-06-08,ghana,tamale,market_4,sucre,838.29,kg,GHS,field survey,agent_3
2026-06-08,ghana,tamale,market_5,wheat,298.64,kg,GHS,field survey,agent_8
2026-06-08,ghana,tamale,market_4,lait,108.15,litre,GHS,field survey,agent_3
2026-06-08,ghana,tamale,market_3,œufs,708.98,douzaine,GHS,field survey,agent_5
2026-06-08,ghana,tamale,market_2,poisson,499.04,kg,GHS,field survey,agent_6
2026-06-08,ghana,tamale,market_1,haricots,384.08,kg,GHS,field survey,agent_7
2026-06-08,ghana,tamale,market_3,tomates,492.31,kg,GHS,field survey,agent_7
2026-06-08,ghana,takoradi,market_1,blé,998.18,kg,GHS,field survey,agent_6
2026-06-08,ghana,takoradi,market_2,riz,893.01,kg,GHS,field survey,agent_2
2026-06-08,ghana,takoradi,market_5,huile,140.06,litre,GHS,field survey,agent_9
2026-06-08,ghana,takoradi,market_4,sucre,331.04,kg,GHS,field survey,agent_4
2026-06-08,ghana,takoradi,market_5,wheat,134.51,kg,GHS,field survey,agent_7
2026-06-08,ghana,takoradi,market_4,lait,856.55,litre,GHS,field survey,agent_8
2026-06-08,ghana,takoradi,market_1,œufs,846.39,douzaine,GHS,field survey,agent_8
2026-06-08,ghana,takoradi,market_5,poisson,834.52,kg,GHS,field survey,agent_6
2026-06-08,ghana,takoradi,market_3,haricots,764.66,kg,GHS,field survey,agent_8
2026-06-08,ghana,takoradi,market_1,tomates,767.96,kg,GHS,field survey,agent_1
2026-06-08,ghana,cape coast,market_2,blé,671.2,kg,GHS,field survey,agent_5
2026-06-08,ghana,cape coast,market_4,riz,815.52,kg,GHS,field survey,agent_4
2026-06-08,ghana,cape coast,market_1,huile,329.13,litre,GHS,field survey,agent_2
2026-06-08,ghana,cape coast,market_3,sucre,315.09,kg,GHS,field survey,agent_7
2026-06-08,ghana,cape coast,market_1,wheat,959.5,kg,GHS,field survey,agent_7
2026-06-08,ghana,cape coast,market_3,lait,252.78,litre,GHS,field survey,agent_7
2026-06-08,ghana,cape coast,market_4,œufs,918.34,douzaine,GHS,field survey,agent_8
2026-06-08,ghana,cape coast,market_1,poisson,959.55,kg,GHS,field survey,agent_9
2026-06-08,ghana,cape coast,market_1,haricots,292.17,kg,GHS,field survey,agent_2
2026-06-08,ghana,cape coast,market_1,tomates,390.61,kg,GHS,field survey,agent_3
2026-06-08,togo,lome,market_5,blé,136.6,kg,XOF,field survey,agent_7
2026-06-08,togo,lome,market_1,riz,301.74,kg,XOF,field survey,agent_4
2026-06-08,togo,lome,market_1,huile,677.16,litre,XOF,field survey,agent_8
2026-06-08,togo,lome,market_1,sucre,804.15,kg,XOF,field survey,agent_4
2026-06-08,togo,lome,market_5,wheat,322.29,kg,XOF,field survey,agent_4
2026-06-08,togo,lome,market_1,lait,104.43,litre,XOF,field survey,agent_9
2026-06-08,togo,lome,market_1,œufs,931.12,douzaine,XOF,field survey,agent_8
2026-06-08,togo,lome,market_4,poisson,621.39,kg,XOF,field survey,agent_3
2026-06-08,togo,lome,market_3,haricots,356.06,kg,XOF,field survey,agent_8
2026-06-08,togo,lome,market_3,tomates,169.03,kg,XOF,field survey,agent_6
2026-06-08,togo,sokode,market_4,blé,995.56,kg,XOF,field survey,agent_4
2026-06-08,togo,sokode,market_5,riz,598.33,kg,XOF,field survey,agent_8
2026-06-08,togo,sokode,market_3,huile,649.42,litre,XOF,field survey,agent_5
2026-06-08,togo,sokode,market_4,sucre,119.32,kg,XOF,field survey,agent_4
2026-06-08,togo,sokode,market_2,wheat,335.08,kg,XOF,field survey,agent_1
2026-06-08,togo,sokode,market_5,lait,810.62,litre,XOF,field survey,agent_6
2026-06-08,togo,sokode,market_2,œufs,669.69,douzaine,XOF,field survey,agent_5
2026-06-08,togo,sokode,market_5,poisson,354.07,kg,XOF,field survey,agent_8
2026-06-08,togo,sokode,market_2,haricots,262.04,kg,XOF,field survey,agent_3
2026-06-08,togo,sokode,market_3,tomates,536.84,kg,XOF,field survey,agent_3
2026-06-08,togo,kara,market_3,blé,375.69,kg,XOF,field survey,agent_2
2026-06-08,togo,kara,market_1,riz,732.98,kg,XOF,field survey,agent_5
2026-06-08,togo,kara,market_4,huile,549.62,litre,XOF,field survey,agent_9
2026-06-08,togo,kara,market_4,sucre,481.24,kg,XOF,field survey,agent_2
2026-06-08,togo,kara,market_5,wheat,358.66,kg,XOF,field survey,agent_3
2026-06-08,togo,kara,market_4,lait,308.56,litre,XOF,field survey,agent_9
2026-06-08,togo,kara,market_4,œufs,203.51,douzaine,XOF,field survey,agent_7
2026-06-08,togo,kara,market_5,poisson,899.51,kg,XOF,field survey,agent_7
2026-06-08,togo,kara,market_3,haricots,365.13,kg,XOF,field survey,agent_8
2026-06-08,togo,kara,market_4,tomates,503.45,kg,XOF,field survey,agent_8
2026-06-08,togo,aného,market_3,blé,554.95,kg,XOF,field survey,agent_1
2026-06-08,togo,aného,market_2,riz,220.0,kg,XOF,field survey,agent_1
2026-06-08,togo,aného,market_4,huile,403.15,litre,XOF,field survey,agent_7
2026-06-08,togo,aného,market_3,sucre,398.54,kg,XOF,field survey,agent_7
2026-06-08,togo,aného,market_5,wheat,374.08,kg,XOF,field survey,agent_2
2026-06-08,togo,aného,market_4,lait,354.79,litre,XOF,field survey,agent_2
2026-06-08,togo,aného,market_1,œufs,730.66,douzaine,XOF,field survey,agent_1
2026-06-08,togo,aného,market_4,poisson,696.36,kg,XOF,field survey,agent_2
2026-06-08,togo,aného,market_5,haricots,289.79,kg,XOF,field survey,agent_1
2026-06-08,togo,aného,market_2,tomates,162.1,kg,XOF,field survey,agent_6
2026-06-08,togo,dapaong,market_2,blé,591.48,kg,XOF,field survey,agent_3
2026-06-08,togo,dapaong,market_4,riz,214.11,kg,XOF,field survey,agent_6
2026-06-08,togo,dapaong,market_2,huile,387.94,litre,XOF,field survey,agent_3
2026-06-08,togo,dapaong,market_5,sucre,437.4,kg,XOF,field survey,agent_2
2026-06-08,togo,dapaong,market_5,wheat,580.99,kg,XOF,field survey,agent_3
2026-06-08,togo,dapaong,market_5,lait,904.92,litre,XOF,field survey,agent_4
2026-06-08,togo,dapaong,market_2,œufs,851.14,douzaine,XOF,field survey,agent_8
2026-06-08,togo,dapaong,market_2,poisson,720.65,kg,XOF,field survey,agent_9
2026-06-08,togo,dapaong,market_5,haricots,398.63,kg,XOF,field survey,agent_8
2026-06-08,togo,dapaong,market_2,tomates,156.46,kg,XOF,field survey,agent_4
2026-06-07,benin,cotonou,market_3,blé,169.24,kg,XOF,field survey,agent_5
2026-06-07,benin,cotonou,market_3,riz,807.69,kg,XOF,field survey,agent_5
2026-06-07,benin,cotonou,market_4,huile,981.84,litre,XOF,field survey,agent_5
2026-06-07,benin,cotonou,market_5,sucre,838.15,kg,XOF,field survey,agent_8
2026-06-07,benin,cotonou,market_3,wheat,984.68,kg,XOF,field survey,agent_7
2026-06-07,benin,cotonou,market_3,lait,397.12,litre,XOF,field survey,agent_7
2026-06-07,benin,cotonou,market_1,œufs,586.58,douzaine,XOF,field survey,agent_2
2026-06-07,benin,cotonou,market_5,poisson,220.91,kg,XOF,field survey,agent_9
2026-06-07,benin,cotonou,market_5,haricots,798.72,kg,XOF,field survey,agent_7
2026-06-07,benin,cotonou,market_1,tomates,559.2,kg,XOF,field survey,agent_8
2026-06-07,benin,porto-novo,market_3,blé,964.96,kg,XOF,field survey,agent_2
2026-06-07,benin,porto-novo,market_4,riz,629.4,kg,XOF,field survey,agent_3
2026-06-07,benin,porto-novo,market_1,huile,556.56,litre,XOF,field survey,agent_5
2026-06-07,benin,porto-novo,market_3,sucre,621.66,kg,XOF,field survey,agent_7
2026-06-07,benin,porto-novo,market_4,wheat,552.57,kg,XOF,field survey,agent_6
2026-06-07,benin,porto-novo,market_4,lait,907.74,litre,XOF,field survey,agent_3
2026-06-07,benin,porto-novo,market_3,œufs,950.49,douzaine,XOF,field survey,agent_3
2026-06-07,benin,porto-novo,market_5,poisson,691.83,kg,XOF,field survey,agent_3
2026-06-07,benin,porto-novo,market_1,haricots,414.13,kg,XOF,field survey,agent_8
2026-06-07,benin,porto-novo,market_3,tomates,957.66,kg,XOF,field survey,agent_9
2026-06-07,benin,parakou,market_3,blé,777.59,kg,XOF,field survey,agent_4
2026-06-07,benin,parakou,market_4,riz,149.51,kg,XOF,field survey,agent_6
2026-06-07,benin,parakou,market_1,huile,123.39,litre,XOF,field survey,agent_3
2026-06-07,benin,parakou,market_4,sucre,374.59,kg,XOF,field survey,agent_6
2026-06-07,benin,parakou,market_3,wheat,283.35,kg,XOF,field survey,agent_3
2026-06-07,benin,parakou,market_3,lait,523.21,litre,XOF,field survey,agent_5
2026-06-07,benin,parakou,market_5,œufs,264.39,douzaine,XOF,field survey,agent_6
2026-06-07,benin,parakou,market_5,poisson,830.33,kg,XOF,field survey,agent_9
